,topic,link,replies,views
29213,The question doesn't go away...,/discuss/topic/233509/,13,445
52429,Could someone look into my project and see what I'm doing wrong?,/discuss/topic/33709/,6,445
21453,Making waves to spawn more enemies,/discuss/topic/290442/,6,445
33408,HELP ME WITH THIS PROJECT PLEASE!!!!!,/discuss/topic/200632/,6,445
24558,How do I make a sprite go either direction?,/discuss/topic/271468/,13,445
48792,"I can't make a ""your high score""!",/discuss/topic/67368/,5,445
47595,CSS kind of,/discuss/topic/82816/,5,445
42697,Original sprite position,/discuss/topic/142512/,2,445
44550,Save Game Option for Mini Bakery,/discuss/topic/35599/,4,445
45853,upcoming games im making,/discuss/topic/103808/,8,445
35069,Need help with art?!,/discuss/topic/100084/,4,445
15126,3D Pong ball grow/shrink,/discuss/topic/341082/,3,445
33046,Some elements come up at the wrong time.,/discuss/topic/207818/,6,444
46967,**[FIXED]** HELP! Scratch does not seem to be calculating Boolean Values correctly!! **[FIXED]**,/discuss/topic/91786/,3,444
27502,my forever block isn't lasting forever,/discuss/topic/244084/,20,444
32971,Some elements come up at the wrong time.,/discuss/topic/207818/,6,444
48428,Help needed!,/discuss/topic/72230/,8,444
36955,How to make sprite stay in spot while jumping,/discuss/topic/189047/,3,444
50605,Plz help me.,/discuss/topic/47268/,2,444
32578,Help for a fraction problem,/discuss/topic/212435/,4,444
30245,help with synchronizing movement between 2 sprites.,/discuss/topic/227256/,1,444
43080,Five Nights at Mr. Z,/discuss/topic/138300/,3,444
53144,HELP!!!!!!!!!,/discuss/topic/28131/,6,444
54271,What's wrong with this program?,/discuss/topic/20505/,4,444
45522,I am creating a 2D space simulator,/discuss/topic/107614/,8,444
54218,To help abugsnotter,/discuss/topic/19937/,3,444
35091,Need help with search engine,/discuss/topic/199266/,8,444
38777,WHAT IS CLOUD DATA!!!!!,/discuss/topic/177966/,9,444
18836,I need help!,/discuss/topic/306054/,14,444
17975,Addition Program,/discuss/topic/315367/,10,444
53844,Seperating Sprites from Backdrops,/discuss/topic/23479/,2,444
44050,I need help!,/discuss/topic/126260/,3,444
46904,**[FIXED]** HELP! Scratch does not seem to be calculating Boolean Values correctly!! **[FIXED]**,/discuss/topic/91786/,3,444
44954,Script: Adding Lists,/discuss/topic/116078/,2,444
39200,Scrolling Scripts???,/discuss/topic/87356/,7,444
36162,"This may have been asked before, but is there any possible way for you to save data or progress on your project after exiting/clicking stop?",/discuss/topic/193170/,18,444
10856,Combat system,/discuss/topic/324627/,5,444
18277,Brodcast problem,/discuss/topic/313371/,12,444
42083,How to make AI target nearest enemy.,/discuss/topic/150994/,2,444
34024,how to make zombie games,/discuss/topic/183274/,4,444
23442,Tile-based Scrolling Platformer Help,/discuss/topic/278762/,7,444
18208,Brodcast problem,/discuss/topic/313371/,12,444
36237,"This may have been asked before, but is there any possible way for you to save data or progress on your project after exiting/clicking stop?",/discuss/topic/193170/,18,444
49039,How do you make a script that pauses?,/discuss/topic/55708/,10,444
51910,result not showing???,/discuss/topic/37710/,3,444
46726,Online mulitiplayer.,/discuss/topic/94880/,11,444
11574,Sprite Saying Items In List! Help!,/discuss/topic/369842/,8,443
49050,Help With Cloud Data,/discuss/topic/58458/,12,443
23792,LCM workaround,/discuss/topic/276817/,9,443
22118,NEED HELP PLZZZ!!,/discuss/topic/286843/,11,443
50561,Trackmaster Thomas Trouble,/discuss/topic/47373/,1,443
7877,How do I give a sprite AI?,/discuss/topic/301947/,8,443
44869,my script dose not work??????,/discuss/topic/116478/,7,443
23865,LCM workaround,/discuss/topic/276817/,9,443
41776,Help me with Pong please,/discuss/topic/154796/,6,443
54096,Script doing nothing for some time,/discuss/topic/21697/,3,443
55063,to amke a tower game,/discuss/topic/14020/,1,443
10861,Why is my player floating through sprite?,/discuss/topic/148386/,3,443
42388,Script help,/discuss/topic/146686/,9,443
42597,How can you delete a sprite?,/discuss/topic/144380/,4,443
54494,Safe Chat?,/discuss/topic/18793/,3,443
52733,Scrolling platformer glitch - help needed ASAP!,/discuss/topic/31528/,1,443
26649,Logic for a turn block(SOLVED by @RokCoder),/discuss/topic/250355/,3,443
53151,My Logo,/discuss/topic/27747/,5,443
39372,Smooth Mouse Avoid,/discuss/topic/129136/,13,443
42540,Need help with Scratch,/discuss/topic/144146/,5,443
48400,How to glide like this...,/discuss/topic/72562/,2,443
32270,My Project doesn't recognize Keystrokes as being one keystroke.,/discuss/topic/214879/,8,443
40370,How do I get people to follow me?,/discuss/topic/117686/,6,443
12814,Is it possible to get multiple sprites from one image?,/discuss/topic/354930/,7,443
54557,Asking questions,/discuss/topic/18377/,2,443
53420,Make all button in the keyboard can use!,/discuss/topic/26616/,2,443
52303,Saving and Loading.,/discuss/topic/34639/,7,443
51833,result not showing???,/discuss/topic/37710/,3,443
54852,Been Bothering Me For Over A Year.,/discuss/topic/15970/,1,443
28639,[Advanced] Pathfinding AI with obstacles,/discuss/topic/237216/,6,443
54999,to amke a tower game,/discuss/topic/14020/,1,443
38608,Full list of important hacked blocks to use.,/discuss/topic/179953/,3,443
40415,How do I get people to follow me?,/discuss/topic/117686/,6,443
55003,to amke a tower game,/discuss/topic/14020/,1,443
39577,Nonsensical Text Glitch,/discuss/topic/174423/,11,442
33882,trouble :/,/discuss/topic/205154/,5,442
43945,How do you make scrolling text?,/discuss/topic/127612/,8,442
52226,suggestions needed (and some help),/discuss/topic/35323/,3,442
42801,How to make a Multiplayer online fruit ninja,/discuss/topic/141632/,1,442
44949,Mortal Kombat,/discuss/topic/116140/,0,442
44899,Mortal Kombat,/discuss/topic/116140/,0,442
51671,help me!,/discuss/topic/39197/,8,442
13606,how do i make a sprite stop moving when touching something,/discuss/topic/284109/,5,442
12408,Creating clones,/discuss/topic/357400/,30,442
32718,touching Block Doesn't work,/discuss/topic/211745/,7,442
23443,I need help!,/discuss/topic/278605/,15,442
13944,i need help with a shadow,/discuss/topic/347503/,8,442
52807,Does Anyone Want To help Me with A flappy Bird Game?,/discuss/topic/31091/,2,442
51922,help with multiplier game.,/discuss/topic/37618/,4,442
28580,Get the picture,/discuss/topic/236942/,12,442
36397,My sprite will not sense colors.,/discuss/topic/192110/,16,442
46263,Replaying music from a list.,/discuss/topic/57406/,3,442
53996,Timed Action,/discuss/topic/22467/,4,442
53336,Make all button in the keyboard can use!,/discuss/topic/26616/,2,442
40386,Scrolling Map,/discuss/topic/141072/,4,442
41314,Help with new project please,/discuss/topic/161628/,14,442
49526,Going striate threw things,/discuss/topic/57932/,3,442
32308,"Moving to Item ""Next"" in List v",/discuss/topic/214592/,13,442
34626,How do I make a sprite jump?,/discuss/topic/201545/,15,442
35564,How do you get decimal powers?,/discuss/topic/192037/,5,442
53280,Compromise Between Scroller/Non-Scroller?,/discuss/topic/27556/,3,442
21749,Get same two sprites to follow each other,/discuss/topic/289090/,1,442
32642,touching Block Doesn't work,/discuss/topic/211745/,7,442
8277,orbits,/discuss/topic/215246/,8,442
54610,I need help........,/discuss/topic/18038/,2,442
28154,how do i reset the object positions after each game?,/discuss/topic/239944/,3,442
51705,WHYYYYY!!!!!!!!!!!!!!!!,/discuss/topic/39062/,1,441
42831,Finding freinds,/discuss/topic/141114/,2,441
13553,how do i make a sprite stop moving when touching something,/discuss/topic/284109/,5,441
54136,Levels,/discuss/topic/21386/,2,441
48211,screenshot scripting HELP,/discuss/topic/74628/,0,441
41641,Weird bugs with inventory? Please help?,/discuss/topic/157102/,3,441
15828,downloading audio from projects in 3.0,/discuss/topic/336174/,4,441
42595,Centipede Remake not working,/discuss/topic/144310/,11,441
49751,Need help with friction ball project.,/discuss/topic/54522/,3,441
46178,Help with project - automatic turning,/discuss/topic/101458/,3,441
51845,help with multiplier game.,/discuss/topic/37618/,4,441
38023,Switching between walking animations,/discuss/topic/54234/,4,441
49214,How do I make a pseudo ode for scratch and please help me with my game?,/discuss/topic/62074/,3,441
52875,how to generate an imput,/discuss/topic/30654/,5,441
29347,I need help with a filter!,/discuss/topic/232900/,21,441
53654,Sprites ignoring my commands about changes in size?,/discuss/topic/25056/,7,441
42544,I need a list wizard to help me!,/discuss/topic/144036/,5,441
41445,Results not coming out right,/discuss/topic/143140/,13,441
50745,Problem with if touching color () script,/discuss/topic/46242/,3,441
38957,how to code incorrect sprite,/discuss/topic/178105/,3,441
52411,Removing items from lists,/discuss/topic/33793/,6,441
34802,Help! How Do I Make a Clone Teleport To a Clone?!?,/discuss/topic/188173/,11,441
53772,Variable Changing,/discuss/topic/24250/,3,441
52339,The more bloks???,/discuss/topic/34419/,5,441
32361,Setting number of decimal places for synthetic variables,/discuss/topic/214099/,6,441
50520,messenger 1.5,/discuss/topic/48097/,1,440
26470,Help with Sprite Collision Problem and More,/discuss/topic/251581/,12,440
48569,Lists,/discuss/topic/70664/,1,440
51600,who wants free scripts first one to comment on page i will give scripts(:,/discuss/topic/39907/,5,440
28816,Touching color () block not working?,/discuss/topic/188686/,6,440
33635,how to get the right answer,/discuss/topic/206435/,6,440
54890,Need help with scripts?,/discuss/topic/15608/,3,440
53226,Compromise Between Scroller/Non-Scroller?,/discuss/topic/27556/,3,440
26466,Costume bug?,/discuss/topic/251518/,9,440
54930,Adventure Game,/discuss/topic/15051/,2,440
35416,crossword,/discuss/topic/70444/,4,440
44408,Checking Lists with Other Lists,/discuss/topic/121728/,10,440
37846,learning chat bot,/discuss/topic/181009/,7,440
42985,Walk with walk sound effect,/discuss/topic/139402/,1,440
54243,Music On Projects,/discuss/topic/20710/,3,440
54736,Undoing a change,/discuss/topic/17195/,2,440
51595,help me!,/discuss/topic/39197/,8,440
53203,PLEASE HELP!!!,/discuss/topic/27645/,7,440
21995,How to make an object go to another sprite's position and adjusting with size.,/discuss/topic/287711/,10,440
53847,"How do I stop ""When key pressed""",/discuss/topic/23684/,1,440
39764,Preventing lag?,/discuss/topic/173508/,9,440
29905,"How do I make a ""personal high score"" Variable?",/discuss/topic/229101/,5,440
52981,What do round () and () mod (),/discuss/topic/29830/,2,440
54653,Undoing a change,/discuss/topic/17195/,2,440
51670,i need help with my game,/discuss/topic/33600/,4,440
14250,help me (plz),/discuss/topic/346034/,21,440
52272,How to make custom blocks that can 'return' results,/discuss/topic/35049/,4,440
35128,DOES ANYONE KNOW HOW TO RIP GRAPHICS FROM A GAME?,/discuss/topic/198857/,8,440
10223,HOW DO I MAKE SOLID PLATFORMS NOTHING IS WORKIGN!!!,/discuss/topic/228306/,7,440
18792,How Do I Make Somthing Rotate towards a sprite,/discuss/topic/306614/,12,440
44282,In need of assistance,/discuss/topic/123338/,2,440
15290,need help with scripts,/discuss/topic/336486/,19,440
52845,operators script help,/discuss/topic/30889/,4,440
35818,"When powder falls, how come it doesnt stop at the black line? How do I fix this?",/discuss/topic/192827/,8,440
54191,Math help,/discuss/topic/20666/,2,439
28071,Following Clones,/discuss/topic/240371/,15,439
45018,I have problems with the rotating,/discuss/topic/115416/,3,439
29263,HELP- Maze Script I am confused- Someone Can you HELP? :),/discuss/topic/233431/,6,439
48953,What is cloud data?,/discuss/topic/64168/,9,439
39153,Avoid players being able to jump up walls,/discuss/topic/176967/,5,439
54105,cloud variable shenanigans....,/discuss/topic/21632/,8,439
41330,"Please help with my ""Giga Platformer"" program!!!",/discuss/topic/161648/,5,439
52930,Need help with level generation code,/discuss/topic/30338/,2,439
39284,Help with changing costume back when restart to original,/discuss/topic/175847/,13,439
48974,Clone Help!!!!,/discuss/topic/64858/,10,439
27825,Sprite won't play sound,/discuss/topic/241944/,10,439
52211,Mouse response through canvas script,/discuss/topic/35547/,4,439
51044,Saving a list?,/discuss/topic/43455/,5,439
29208,HELP- Maze Script I am confused- Someone Can you HELP? :),/discuss/topic/233431/,6,439
39576,Randomizer,/discuss/topic/174174/,6,439
39347,Help with changing costume back when restart to original,/discuss/topic/175847/,13,439
41332,Making something be clicked twice before changing another sprite's costume,/discuss/topic/161722/,1,439
36975,How to make different sprites appear and move randomly on the screen,/discuss/topic/189048/,2,439
54952,Help with clone variables,/discuss/topic/14702/,3,439
45886,Scrolling Y + Jumping Problem! :|,/discuss/topic/104904/,5,439
24437,Help with level transitions,/discuss/topic/271754/,11,439
35924,Not being able to upload backround music,/discuss/topic/65022/,7,439
24949,old versions,/discuss/topic/218380/,8,439
51594,i need help with my game,/discuss/topic/33600/,4,439
24598,Help with switching music,/discuss/topic/271122/,16,439
54955,crate stacker game script help,/discuss/topic/14647/,1,439
43367,Point System,/discuss/topic/133520/,2,439
7955,My project won't work. Again.,/discuss/topic/242367/,12,439
31139,"difference of ""y position"" and ""y position of sprite""",/discuss/topic/222120/,2,439
24060,Urgent help for school project,/discuss/topic/275162/,5,439
40748,Sprite throwing another sprite,/discuss/topic/167689/,3,439
7965,Can someone help me with a text adventure interface?,/discuss/topic/269959/,6,439
19709,How to avoid repeating stuff/scripts while cloning,/discuss/topic/300897/,12,439
25749,How to make costume changes progressively faster using variables.,/discuss/topic/261153/,3,439
53865,Help Please! I need help with a game! D:<,/discuss/topic/23558/,2,438
54695,How do I make a sprite get stronger?,/discuss/topic/17487/,1,438
54562,Help,/discuss/topic/18346/,5,438
35437,Move ____ steps to the right?,/discuss/topic/197404/,9,438
23212,Wht does this happen?,/discuss/topic/280367/,11,438
24817,scratch scripts,/discuss/topic/269738/,7,438
37577,How do I make velocity detector?,/discuss/topic/185619/,10,438
23010,SOS Ask And Wait,/discuss/topic/282089/,12,438
53201,Sensing touch - need help with sensing crossing a line,/discuss/topic/27708/,3,438
